csv,1652343491,200805,1897.3723589369645,1903.6437162073432,1903.6437162073432,1897.344555416249,1897.9416275677138,6586
csv,1652343511,200805,1887.532121463814,1903.6437162073432,1903.6437162073432,1887.4310515240236,1886.58863846685,7461
csv,1652343531,200805,1902.3116984663725,1903.6437162073432,1903.453370870256,1902.2066648812527,1903.6437162073432,8593
csv,1652343551,200805,1903.2630445657996,1903.6437162073432,1903.453370870256,1903.0870841051299,1903.6437162073432,8593
csv,1652343582,200805,1900.9806127649676,1903.6437162073432,1903.453370870256,1900.9540332732827,1903.6437162073432,8593
csv,1652343607,200805,1900.9806127649676,1903.6437162073432,1903.453370870256,1900.9592252643015,1903.6437162073432,8593
csv,1652343610,200805,1897.3723589369645,1903.6437162073432,1903.453370870256,1897.208819527642,1897.9416275677138,9497
csv,1652343669,200805,1888.6649239042638,1903.6437162073432,1903.2630445657996,1888.6478184553673,1886.58863846685,11237
csv,1652343819,200805,1879.4335626420816,1903.6437162073432,1901.931293188422,1879.334661484456,1880.9376358388542,10705
csv,1652343822,200805,1875.116048364749,1903.6437162073432,1901.7411190765145,1875.0238901807556,1875.3035599695854,13107
csv,1652343916,200805,1885.0800465016582,1903.6437162073432,1900.4104326209679,1885.072571831253,1886.58863846685,13730
csv,1652343976,200805,1887.154671657936,1903.6437162073432,1899.8404234968066,1887.011834262424,1886.58863846685,13730
csv,1652343981,200805,1883.9493942350264,1903.6437162073432,1899.6504584509614,1883.914611852517,1886.58863846685,13730
csv,1652344037,200805,1873.6166303428827,1903.6437162073432,1899.2705853411871,1873.5499353369444,1875.3035599695854,14860
csv,1652344077,200805,1877.555162354558,1903.6437162073432,1898.5110669961307,1877.4368608001175,1875.3035599695854,14860
csv,1652344157,200805,1878.4941277100281,1903.6437162073432,1897.3723589369645,1878.407971579895,1880.9376358388542,16615
csv,1652344228,200805,1877.9306921625805,1903.6437162073432,1896.4239572969552,1877.8486003876465,1875.3035599695854,17273
csv,1652344268,200805,1880.9376358388542,1903.6437162073432,1895.8551438762422,1880.7540974104006,1880.9376358388542,16745
csv,1652344330,200805,1877.1797076412329,1903.6437162073432,1894.907500616234,1877.0672517552666,1875.3035599695854,18498
csv,1652344355,200805,1862.222924703973,1903.6437162073432,1894.5285759557576,1862.1778856569733,1864.0859858524984,17839
csv,1652344427,200805,1861.6643695413175,1903.6437162073432,1893.013634897999,1861.5843151841975,1864.0859858524984,17839
csv,1652344435,200805,1861.478221719146,1903.6437162073432,1892.824352462753,1861.3910763021609,1864.0859858524984,17839
csv,1652344490,200835,1857.2019552104655,1897.9416275677138,1891.6890552384154,1857.1530270812439,1858.5023866565316,20340
